row_id,respondent_id,y,wait,eff,se,cash,p_dce
3740,208,1,0.0,0.0,0.0,0.0,0.18576865
3742,208,0,1.0,0.5,1.0,800.0,0.53823425
3743,208,0,0.0,0.0,0.0,0.0,0.18576865
3782,211,0,0.0,0.0,0.0,0.0,0.18576865
3783,211,0,3.0,0.7,1.0,200.0,0.33444754
3785,211,0,0.0,0.0,0.0,0.0,0.18576865
3786,211,0,3.0,0.7,3.0,200.0,0.34408355
3787,211,0,1.0,0.95,1.0,800.0,0.63882242
3788,211,1,0.0,0.0,0.0,0.0,0.18576865
3789,211,1,0.0,0.95,3.0,800.0,0.66240185
3790,211,0,3.0,0.7,3.0,200.0,0.34408355
3791,211,0,0.0,0.0,0.0,0.0,0.18576865
3792,211,0,1.0,0.5,1.0,50.0,0.27324280
3793,211,1,6.0,0.95,1.0,200.0,0.34552419
3794,211,0,0.0,0.0,0.0,0.0,0.18576865
3795,211,1,6.0,0.95,2.0,800.0,0.57148108
3796,211,0,1.0,0.5,2.0,50.0,0.27753189
3797,211,0,0.0,0.0,0.0,0.0,0.18576865
4339,242,0,3.0,0.95,2.0,50.0,0.34045694
4340,242,0,0.0,0.0,0.0,0.0,0.18576865
4341,242,0,3.0,0.7,3.0,50.0,0.29495424
4343,242,1,0.0,0.0,0.0,0.0,0.18576865
4344,242,0,1.0,0.7,3.0,50.0,0.32084294
4345,242,1,1.0,0.95,2.0,200.0,0.42227938
4346,242,0,0.0,0.0,0.0,0.0,0.18576865
4348,242,0,6.0,0.95,2.0,200.0,0.35040084
4349,242,0,0.0,0.0,0.0,0.0,0.18576865
4351,242,0,3.0,0.95,1.0,800.0,0.61033366
4352,242,1,0.0,0.0,0.0,0.0,0.18576865
4354,242,0,1.0,0.5,1.0,800.0,0.53823425
4355,242,0,0.0,0.0,0.0,0.0,0.18576865
4537,253,0,3.0,0.95,2.0,50.0,0.34045694
4538,253,0,0.0,0.0,0.0,0.0,0.18576865
4539,253,0,3.0,0.7,3.0,50.0,0.29495424
4541,253,1,0.0,0.0,0.0,0.0,0.18576865
4542,253,0,1.0,0.7,3.0,50.0,0.32084294
4543,253,1,1.0,0.95,2.0,200.0,0.42227938
4544,253,0,0.0,0.0,0.0,0.0,0.18576865
4546,253,0,6.0,0.95,2.0,200.0,0.35040084
4547,253,0,0.0,0.0,0.0,0.0,0.18576865
4549,253,0,3.0,0.95,1.0,800.0,0.61033366
4550,253,1,0.0,0.0,0.0,0.0,0.18576865
4552,253,0,1.0,0.5,1.0,800.0,0.53823425
4553,253,0,0.0,0.0,0.0,0.0,0.18576865
4628,258,0,0.0,0.0,0.0,0.0,0.18576865
4629,258,0,3.0,0.7,1.0,200.0,0.33444754
4631,258,0,0.0,0.0,0.0,0.0,0.18576865
4632,258,0,3.0,0.7,3.0,200.0,0.34408355
4633,258,0,1.0,0.95,1.0,800.0,0.63882242
4634,258,1,0.0,0.0,0.0,0.0,0.18576865
4635,258,1,0.0,0.95,3.0,800.0,0.66240185
4636,258,0,3.0,0.7,3.0,200.0,0.34408355
4637,258,0,0.0,0.0,0.0,0.0,0.18576865
4638,258,0,1.0,0.5,1.0,50.0,0.27324280
4639,258,1,6.0,0.95,1.0,200.0,0.34552419
4640,258,0,0.0,0.0,0.0,0.0,0.18576865
4641,258,1,6.0,0.95,2.0,800.0,0.57148108
4642,258,0,1.0,0.5,2.0,50.0,0.27753189
4643,258,0,0.0,0.0,0.0,0.0,0.18576865
4662,260,0,1.0,0.5,2.0,800.0,0.54357179
4664,260,0,0.0,0.0,0.0,0.0,0.18576865
4665,260,1,3.0,0.5,3.0,800.0,0.51866203
4667,260,0,0.0,0.0,0.0,0.0,0.18576865
4668,260,0,1.0,0.95,3.0,200.0,0.42753168
4669,260,1,1.0,0.7,1.0,50.0,0.31154864
4670,260,0,0.0,0.0,0.0,0.0,0.18576865
4671,260,1,3.0,0.95,3.0,800.0,0.62050764
4672,260,0,0.0,0.95,2.0,50.0,0.38250106
4673,260,0,0.0,0.0,0.0,0.0,0.18576865
4675,260,1,3.0,0.7,2.0,200.0,0.33924890
4676,260,0,0.0,0.0,0.0,0.0,0.18576865
4677,260,1,6.0,0.95,1.0,800.0,0.56620945
4679,260,0,0.0,0.0,0.0,0.0,0.18576865
4717,263,0,3.0,0.95,2.0,50.0,0.34045694
4718,263,0,0.0,0.0,0.0,0.0,0.18576865
4719,263,0,3.0,0.7,3.0,50.0,0.29495424
4721,263,1,0.0,0.0,0.0,0.0,0.18576865
4722,263,0,1.0,0.7,3.0,50.0,0.32084294
4723,263,1,1.0,0.95,2.0,200.0,0.42227938
4724,263,0,0.0,0.0,0.0,0.0,0.18576865
4726,263,0,6.0,0.95,2.0,200.0,0.35040084
4727,263,0,0.0,0.0,0.0,0.0,0.18576865
4729,263,0,3.0,0.95,1.0,800.0,0.61033366
4730,263,1,0.0,0.0,0.0,0.0,0.18576865
4732,263,0,1.0,0.5,1.0,800.0,0.53823425
4733,263,0,0.0,0.0,0.0,0.0,0.18576865
4806,268,0,1.0,0.5,2.0,800.0,0.54357179
4808,268,0,0.0,0.0,0.0,0.0,0.18576865
4809,268,1,3.0,0.5,3.0,800.0,0.51866203
4811,268,0,0.0,0.0,0.0,0.0,0.18576865
4812,268,0,1.0,0.95,3.0,200.0,0.42753168
4813,268,1,1.0,0.7,1.0,50.0,0.31154864
4814,268,0,0.0,0.0,0.0,0.0,0.18576865
4815,268,1,3.0,0.95,3.0,800.0,0.62050764
4816,268,0,0.0,0.95,2.0,50.0,0.38250106
4817,268,0,0.0,0.0,0.0,0.0,0.18576865
4819,268,1,3.0,0.7,2.0,200.0,0.33924890
4820,268,0,0.0,0.0,0.0,0.0,0.18576865
4821,268,1,6.0,0.95,1.0,800.0,0.56620945
4823,268,0,0.0,0.0,0.0,0.0,0.18576865
5023,280,0,3.0,0.95,2.0,50.0,0.34045694
5024,280,0,0.0,0.0,0.0,0.0,0.18576865
5025,280,0,3.0,0.7,3.0,50.0,0.29495424
5027,280,1,0.0,0.0,0.0,0.0,0.18576865
5028,280,0,1.0,0.7,3.0,50.0,0.32084294
5029,280,1,1.0,0.95,2.0,200.0,0.42227938
5030,280,0,0.0,0.0,0.0,0.0,0.18576865
5032,280,0,6.0,0.95,2.0,200.0,0.35040084
5033,280,0,0.0,0.0,0.0,0.0,0.18576865
5035,280,0,3.0,0.95,1.0,800.0,0.61033366
5036,280,1,0.0,0.0,0.0,0.0,0.18576865
5038,280,0,1.0,0.5,1.0,800.0,0.53823425
5039,280,0,0.0,0.0,0.0,0.0,0.18576865
5114,285,0,0.0,0.0,0.0,0.0,0.18576865
5115,285,0,3.0,0.7,1.0,200.0,0.33444754
5117,285,0,0.0,0.0,0.0,0.0,0.18576865
5118,285,0,3.0,0.7,3.0,200.0,0.34408355
5119,285,0,1.0,0.95,1.0,800.0,0.63882242
5120,285,1,0.0,0.0,0.0,0.0,0.18576865
5121,285,1,0.0,0.95,3.0,800.0,0.66240185
5122,285,0,3.0,0.7,3.0,200.0,0.34408355
5123,285,0,0.0,0.0,0.0,0.0,0.18576865
5124,285,0,1.0,0.5,1.0,50.0,0.27324280
5125,285,1,6.0,0.95,1.0,200.0,0.34552419
5126,285,0,0.0,0.0,0.0,0.0,0.18576865
5127,285,1,6.0,0.95,2.0,800.0,0.57148108
5128,285,0,1.0,0.5,2.0,50.0,0.27753189
5129,285,0,0.0,0.0,0.0,0.0,0.18576865
5258,293,0,0.0,0.0,0.0,0.0,0.18576865
5259,293,0,3.0,0.7,1.0,200.0,0.33444754
5261,293,0,0.0,0.0,0.0,0.0,0.18576865
5262,293,0,3.0,0.7,3.0,200.0,0.34408355
5263,293,0,1.0,0.95,1.0,800.0,0.63882242
5264,293,1,0.0,0.0,0.0,0.0,0.18576865
5265,293,1,0.0,0.95,3.0,800.0,0.66240185
5266,293,0,3.0,0.7,3.0,200.0,0.34408355
5267,293,0,0.0,0.0,0.0,0.0,0.18576865
5268,293,0,1.0,0.5,1.0,50.0,0.27324280
5269,293,1,6.0,0.95,1.0,200.0,0.34552419
5270,293,0,0.0,0.0,0.0,0.0,0.18576865
5271,293,1,6.0,0.95,2.0,800.0,0.57148108
5272,293,0,1.0,0.5,2.0,50.0,0.27753189
5273,293,0,0.0,0.0,0.0,0.0,0.18576865
5293,295,0,3.0,0.95,2.0,50.0,0.34045694
5294,295,0,0.0,0.0,0.0,0.0,0.18576865
5295,295,0,3.0,0.7,3.0,50.0,0.29495424
5297,295,1,0.0,0.0,0.0,0.0,0.18576865
5298,295,0,1.0,0.7,3.0,50.0,0.32084294
5299,295,1,1.0,0.95,2.0,200.0,0.42227938
5300,295,0,0.0,0.0,0.0,0.0,0.18576865
5302,295,0,6.0,0.95,2.0,200.0,0.35040084
5303,295,0,0.0,0.0,0.0,0.0,0.18576865
5305,295,0,3.0,0.95,1.0,800.0,0.61033366
5306,295,1,0.0,0.0,0.0,0.0,0.18576865
5308,295,0,1.0,0.5,1.0,800.0,0.53823425
5309,295,0,0.0,0.0,0.0,0.0,0.18576865
5473,305,0,3.0,0.95,2.0,50.0,0.34045694
5474,305,0,0.0,0.0,0.0,0.0,0.18576865
5475,305,0,3.0,0.7,3.0,50.0,0.29495424
5477,305,1,0.0,0.0,0.0,0.0,0.18576865
5478,305,0,1.0,0.7,3.0,50.0,0.32084294
5479,305,1,1.0,0.95,2.0,200.0,0.42227938
5480,305,0,0.0,0.0,0.0,0.0,0.18576865
5482,305,0,6.0,0.95,2.0,200.0,0.35040084
5483,305,0,0.0,0.0,0.0,0.0,0.18576865
5485,305,0,3.0,0.95,1.0,800.0,0.61033366
5486,305,1,0.0,0.0,0.0,0.0,0.18576865
5488,305,0,1.0,0.5,1.0,800.0,0.53823425
5489,305,0,0.0,0.0,0.0,0.0,0.18576865
5580,311,0,1.0,0.5,2.0,800.0,0.54357179
5582,311,0,0.0,0.0,0.0,0.0,0.18576865
5583,311,1,3.0,0.5,3.0,800.0,0.51866203
5585,311,0,0.0,0.0,0.0,0.0,0.18576865
5586,311,0,1.0,0.95,3.0,200.0,0.42753168
5587,311,1,1.0,0.7,1.0,50.0,0.31154864
5588,311,0,0.0,0.0,0.0,0.0,0.18576865
5589,311,1,3.0,0.95,3.0,800.0,0.62050764
5590,311,0,0.0,0.95,2.0,50.0,0.38250106
5591,311,0,0.0,0.0,0.0,0.0,0.18576865
5593,311,1,3.0,0.7,2.0,200.0,0.33924890
5594,311,0,0.0,0.0,0.0,0.0,0.18576865
5595,311,1,6.0,0.95,1.0,800.0,0.56620945
5597,311,0,0.0,0.0,0.0,0.0,0.18576865
5599,312,0,3.0,0.95,2.0,50.0,0.34045694
5600,312,0,0.0,0.0,0.0,0.0,0.18576865
5601,312,0,3.0,0.7,3.0,50.0,0.29495424
5603,312,1,0.0,0.0,0.0,0.0,0.18576865
5604,312,0,1.0,0.7,3.0,50.0,0.32084294
5605,312,1,1.0,0.95,2.0,200.0,0.42227938
5606,312,0,0.0,0.0,0.0,0.0,0.18576865
5608,312,0,6.0,0.95,2.0,200.0,0.35040084
5609,312,0,0.0,0.0,0.0,0.0,0.18576865
5611,312,0,3.0,0.95,1.0,800.0,0.61033366
5612,312,1,0.0,0.0,0.0,0.0,0.18576865
5614,312,0,1.0,0.5,1.0,800.0,0.53823425
5615,312,0,0.0,0.0,0.0,0.0,0.18576865
5616,313,0,1.0,0.5,2.0,800.0,0.54357179
5618,313,0,0.0,0.0,0.0,0.0,0.18576865
5619,313,1,3.0,0.5,3.0,800.0,0.51866203
5621,313,0,0.0,0.0,0.0,0.0,0.18576865
5622,313,0,1.0,0.95,3.0,200.0,0.42753168
5623,313,1,1.0,0.7,1.0,50.0,0.31154864
5624,313,0,0.0,0.0,0.0,0.0,0.18576865
5625,313,1,3.0,0.95,3.0,800.0,0.62050764
5626,313,0,0.0,0.95,2.0,50.0,0.38250106
5627,313,0,0.0,0.0,0.0,0.0,0.18576865
5629,313,1,3.0,0.7,2.0,200.0,0.33924890
5630,313,0,0.0,0.0,0.0,0.0,0.18576865
5631,313,1,6.0,0.95,1.0,800.0,0.56620945
5633,313,0,0.0,0.0,0.0,0.0,0.18576865
5724,319,0,1.0,0.5,2.0,800.0,0.54357179
5726,319,0,0.0,0.0,0.0,0.0,0.18576865
5727,319,1,3.0,0.5,3.0,800.0,0.51866203
5729,319,0,0.0,0.0,0.0,0.0,0.18576865
5730,319,0,1.0,0.95,3.0,200.0,0.42753168
5731,319,1,1.0,0.7,1.0,50.0,0.31154864
5732,319,0,0.0,0.0,0.0,0.0,0.18576865
5733,319,1,3.0,0.95,3.0,800.0,0.62050764
5734,319,0,0.0,0.95,2.0,50.0,0.38250106
5735,319,0,0.0,0.0,0.0,0.0,0.18576865
5737,319,1,3.0,0.7,2.0,200.0,0.33924890
5738,319,0,0.0,0.0,0.0,0.0,0.18576865
5739,319,1,6.0,0.95,1.0,800.0,0.56620945
5741,319,0,0.0,0.0,0.0,0.0,0.18576865
5761,321,0,3.0,0.95,2.0,50.0,0.34045694
5762,321,0,0.0,0.0,0.0,0.0,0.18576865
5763,321,0,3.0,0.7,3.0,50.0,0.29495424
5765,321,1,0.0,0.0,0.0,0.0,0.18576865
5766,321,0,1.0,0.7,3.0,50.0,0.32084294
5767,321,1,1.0,0.95,2.0,200.0,0.42227938
5768,321,0,0.0,0.0,0.0,0.0,0.18576865
5770,321,0,6.0,0.95,2.0,200.0,0.35040084
5771,321,0,0.0,0.0,0.0,0.0,0.18576865
5773,321,0,3.0,0.95,1.0,800.0,0.61033366
5774,321,1,0.0,0.0,0.0,0.0,0.18576865
5776,321,0,1.0,0.5,1.0,800.0,0.53823425
5777,321,0,0.0,0.0,0.0,0.0,0.18576865
6086,339,0,0.0,0.0,0.0,0.0,0.18576865
6087,339,0,3.0,0.7,1.0,200.0,0.33444754
6089,339,0,0.0,0.0,0.0,0.0,0.18576865
6090,339,0,3.0,0.7,3.0,200.0,0.34408355
6091,339,0,1.0,0.95,1.0,800.0,0.63882242
6092,339,1,0.0,0.0,0.0,0.0,0.18576865
6093,339,1,0.0,0.95,3.0,800.0,0.66240185
6094,339,0,3.0,0.7,3.0,200.0,0.34408355
6095,339,0,0.0,0.0,0.0,0.0,0.18576865
6096,339,0,1.0,0.5,1.0,50.0,0.27324280
6097,339,1,6.0,0.95,1.0,200.0,0.34552419
6098,339,0,0.0,0.0,0.0,0.0,0.18576865
6099,339,1,6.0,0.95,2.0,800.0,0.57148108
6100,339,0,1.0,0.5,2.0,50.0,0.27753189
6101,339,0,0.0,0.0,0.0,0.0,0.18576865
6120,341,0,1.0,0.5,2.0,800.0,0.54357179
6122,341,0,0.0,0.0,0.0,0.0,0.18576865
6123,341,1,3.0,0.5,3.0,800.0,0.51866203
6125,341,0,0.0,0.0,0.0,0.0,0.18576865
6126,341,0,1.0,0.95,3.0,200.0,0.42753168
6127,341,1,1.0,0.7,1.0,50.0,0.31154864
6128,341,0,0.0,0.0,0.0,0.0,0.18576865
6129,341,1,3.0,0.95,3.0,800.0,0.62050764
6130,341,0,0.0,0.95,2.0,50.0,0.38250106
6131,341,0,0.0,0.0,0.0,0.0,0.18576865
6133,341,1,3.0,0.7,2.0,200.0,0.33924890
6134,341,0,0.0,0.0,0.0,0.0,0.18576865
6135,341,1,6.0,0.95,1.0,800.0,0.56620945
6137,341,0,0.0,0.0,0.0,0.0,0.18576865
6158,343,0,0.0,0.0,0.0,0.0,0.18576865
6159,343,0,3.0,0.7,1.0,200.0,0.33444754
6161,343,0,0.0,0.0,0.0,0.0,0.18576865
6162,343,0,3.0,0.7,3.0,200.0,0.34408355
6163,343,0,1.0,0.95,1.0,800.0,0.63882242
6164,343,1,0.0,0.0,0.0,0.0,0.18576865
6165,343,1,0.0,0.95,3.0,800.0,0.66240185
6166,343,0,3.0,0.7,3.0,200.0,0.34408355
6167,343,0,0.0,0.0,0.0,0.0,0.18576865
6168,343,0,1.0,0.5,1.0,50.0,0.27324280
6169,343,1,6.0,0.95,1.0,200.0,0.34552419
6170,343,0,0.0,0.0,0.0,0.0,0.18576865
6171,343,1,6.0,0.95,2.0,800.0,0.57148108
6172,343,0,1.0,0.5,2.0,50.0,0.27753189
6173,343,0,0.0,0.0,0.0,0.0,0.18576865
6192,345,0,1.0,0.5,2.0,800.0,0.54357179
6194,345,0,0.0,0.0,0.0,0.0,0.18576865
6195,345,1,3.0,0.5,3.0,800.0,0.51866203
6197,345,0,0.0,0.0,0.0,0.0,0.18576865
6198,345,0,1.0,0.95,3.0,200.0,0.42753168
6199,345,1,1.0,0.7,1.0,50.0,0.31154864
6200,345,0,0.0,0.0,0.0,0.0,0.18576865
6201,345,1,3.0,0.95,3.0,800.0,0.62050764
6202,345,0,0.0,0.95,2.0,50.0,0.38250106
6203,345,0,0.0,0.0,0.0,0.0,0.18576865
6205,345,1,3.0,0.7,2.0,200.0,0.33924890
6206,345,0,0.0,0.0,0.0,0.0,0.18576865
6207,345,1,6.0,0.95,1.0,800.0,0.56620945
6209,345,0,0.0,0.0,0.0,0.0,0.18576865
6427,358,0,3.0,0.95,2.0,50.0,0.34045694
6428,358,0,0.0,0.0,0.0,0.0,0.18576865
6429,358,0,3.0,0.7,3.0,50.0,0.29495424
6431,358,1,0.0,0.0,0.0,0.0,0.18576865
6432,358,0,1.0,0.7,3.0,50.0,0.32084294
6433,358,1,1.0,0.95,2.0,200.0,0.42227938
6434,358,0,0.0,0.0,0.0,0.0,0.18576865
6436,358,0,6.0,0.95,2.0,200.0,0.35040084
6437,358,0,0.0,0.0,0.0,0.0,0.18576865
6439,358,0,3.0,0.95,1.0,800.0,0.61033366
6440,358,1,0.0,0.0,0.0,0.0,0.18576865
6442,358,0,1.0,0.5,1.0,800.0,0.53823425
6443,358,0,0.0,0.0,0.0,0.0,0.18576865
6445,359,0,3.0,0.95,2.0,50.0,0.34045694
6446,359,0,0.0,0.0,0.0,0.0,0.18576865
6447,359,0,3.0,0.7,3.0,50.0,0.29495424
6449,359,1,0.0,0.0,0.0,0.0,0.18576865
6450,359,0,1.0,0.7,3.0,50.0,0.32084294
6451,359,1,1.0,0.95,2.0,200.0,0.42227938
6452,359,0,0.0,0.0,0.0,0.0,0.18576865
6454,359,0,6.0,0.95,2.0,200.0,0.35040084
6455,359,0,0.0,0.0,0.0,0.0,0.18576865
6457,359,0,3.0,0.95,1.0,800.0,0.61033366
6458,359,1,0.0,0.0,0.0,0.0,0.18576865
6460,359,0,1.0,0.5,1.0,800.0,0.53823425
6461,359,0,0.0,0.0,0.0,0.0,0.18576865
6518,363,0,0.0,0.0,0.0,0.0,0.18576865
6519,363,0,3.0,0.7,1.0,200.0,0.33444754
6521,363,0,0.0,0.0,0.0,0.0,0.18576865
6522,363,0,3.0,0.7,3.0,200.0,0.34408355
6523,363,0,1.0,0.95,1.0,800.0,0.63882242
6524,363,1,0.0,0.0,0.0,0.0,0.18576865
6525,363,1,0.0,0.95,3.0,800.0,0.66240185
6526,363,0,3.0,0.7,3.0,200.0,0.34408355
6527,363,0,0.0,0.0,0.0,0.0,0.18576865
6528,363,0,1.0,0.5,1.0,50.0,0.27324280
6529,363,1,6.0,0.95,1.0,200.0,0.34552419
6530,363,0,0.0,0.0,0.0,0.0,0.18576865
6531,363,1,6.0,0.95,2.0,800.0,0.57148108
6532,363,0,1.0,0.5,2.0,50.0,0.27753189
6533,363,0,0.0,0.0,0.0,0.0,0.18576865
6571,366,0,3.0,0.95,2.0,50.0,0.34045694
6572,366,0,0.0,0.0,0.0,0.0,0.18576865
6573,366,0,3.0,0.7,3.0,50.0,0.29495424
6575,366,1,0.0,0.0,0.0,0.0,0.18576865
6576,366,0,1.0,0.7,3.0,50.0,0.32084294
6577,366,1,1.0,0.95,2.0,200.0,0.42227938
6578,366,0,0.0,0.0,0.0,0.0,0.18576865
6580,366,0,6.0,0.95,2.0,200.0,0.35040084
6581,366,0,0.0,0.0,0.0,0.0,0.18576865
6583,366,0,3.0,0.95,1.0,800.0,0.61033366
6584,366,1,0.0,0.0,0.0,0.0,0.18576865
6586,366,0,1.0,0.5,1.0,800.0,0.53823425
6587,366,0,0.0,0.0,0.0,0.0,0.18576865
6967,388,0,3.0,0.95,2.0,50.0,0.34045694
6968,388,0,0.0,0.0,0.0,0.0,0.18576865
6969,388,0,3.0,0.7,3.0,50.0,0.29495424
6971,388,1,0.0,0.0,0.0,0.0,0.18576865
6972,388,0,1.0,0.7,3.0,50.0,0.32084294
6973,388,1,1.0,0.95,2.0,200.0,0.42227938
6974,388,0,0.0,0.0,0.0,0.0,0.18576865
6976,388,0,6.0,0.95,2.0,200.0,0.35040084
6977,388,0,0.0,0.0,0.0,0.0,0.18576865
6979,388,0,3.0,0.95,1.0,800.0,0.61033366
6980,388,1,0.0,0.0,0.0,0.0,0.18576865
6982,388,0,1.0,0.5,1.0,800.0,0.53823425
6983,388,0,0.0,0.0,0.0,0.0,0.18576865
7092,395,0,1.0,0.5,2.0,800.0,0.54357179
7094,395,0,0.0,0.0,0.0,0.0,0.18576865
7095,395,1,3.0,0.5,3.0,800.0,0.51866203
7097,395,0,0.0,0.0,0.0,0.0,0.18576865
7098,395,0,1.0,0.95,3.0,200.0,0.42753168
7099,395,1,1.0,0.7,1.0,50.0,0.31154864
7100,395,0,0.0,0.0,0.0,0.0,0.18576865
7101,395,1,3.0,0.95,3.0,800.0,0.62050764
7102,395,0,0.0,0.95,2.0,50.0,0.38250106
7103,395,0,0.0,0.0,0.0,0.0,0.18576865
7105,395,1,3.0,0.7,2.0,200.0,0.33924890
7106,395,0,0.0,0.0,0.0,0.0,0.18576865
7107,395,1,6.0,0.95,1.0,800.0,0.56620945
7109,395,0,0.0,0.0,0.0,0.0,0.18576865
7219,402,0,3.0,0.95,2.0,50.0,0.34045694
7220,402,0,0.0,0.0,0.0,0.0,0.18576865
7221,402,0,3.0,0.7,3.0,50.0,0.29495424
7223,402,1,0.0,0.0,0.0,0.0,0.18576865
7224,402,0,1.0,0.7,3.0,50.0,0.32084294
7225,402,1,1.0,0.95,2.0,200.0,0.42227938
7226,402,0,0.0,0.0,0.0,0.0,0.18576865
7228,402,0,6.0,0.95,2.0,200.0,0.35040084
7229,402,0,0.0,0.0,0.0,0.0,0.18576865
7231,402,0,3.0,0.95,1.0,800.0,0.61033366
7232,402,1,0.0,0.0,0.0,0.0,0.18576865
7234,402,0,1.0,0.5,1.0,800.0,0.53823425
7235,402,0,0.0,0.0,0.0,0.0,0.18576865
7272,405,0,1.0,0.5,2.0,800.0,0.54357179
7274,405,0,0.0,0.0,0.0,0.0,0.18576865
7275,405,1,3.0,0.5,3.0,800.0,0.51866203
7277,405,0,0.0,0.0,0.0,0.0,0.18576865
7278,405,0,1.0,0.95,3.0,200.0,0.42753168
7279,405,1,1.0,0.7,1.0,50.0,0.31154864
7280,405,0,0.0,0.0,0.0,0.0,0.18576865
7281,405,1,3.0,0.95,3.0,800.0,0.62050764
7282,405,0,0.0,0.95,2.0,50.0,0.38250106
7283,405,0,0.0,0.0,0.0,0.0,0.18576865
7285,405,1,3.0,0.7,2.0,200.0,0.33924890
7286,405,0,0.0,0.0,0.0,0.0,0.18576865
7287,405,1,6.0,0.95,1.0,800.0,0.56620945
7289,405,0,0.0,0.0,0.0,0.0,0.18576865
7346,409,0,0.0,0.0,0.0,0.0,0.18576865
7347,409,0,3.0,0.7,1.0,200.0,0.33444754
7349,409,0,0.0,0.0,0.0,0.0,0.18576865
7350,409,0,3.0,0.7,3.0,200.0,0.34408355
7351,409,0,1.0,0.95,1.0,800.0,0.63882242
7352,409,1,0.0,0.0,0.0,0.0,0.18576865
7353,409,1,0.0,0.95,3.0,800.0,0.66240185
7354,409,0,3.0,0.7,3.0,200.0,0.34408355
7355,409,0,0.0,0.0,0.0,0.0,0.18576865
7356,409,0,1.0,0.5,1.0,50.0,0.27324280
7357,409,1,6.0,0.95,1.0,200.0,0.34552419
7358,409,0,0.0,0.0,0.0,0.0,0.18576865
7359,409,1,6.0,0.95,2.0,800.0,0.57148108
7360,409,0,1.0,0.5,2.0,50.0,0.27753189
7361,409,0,0.0,0.0,0.0,0.0,0.18576865
7416,413,0,1.0,0.5,2.0,800.0,0.54357179
7418,413,0,0.0,0.0,0.0,0.0,0.18576865
7419,413,1,3.0,0.5,3.0,800.0,0.51866203
7421,413,0,0.0,0.0,0.0,0.0,0.18576865
7422,413,0,1.0,0.95,3.0,200.0,0.42753168
7423,413,1,1.0,0.7,1.0,50.0,0.31154864
7424,413,0,0.0,0.0,0.0,0.0,0.18576865
7425,413,1,3.0,0.95,3.0,800.0,0.62050764
7426,413,0,0.0,0.95,2.0,50.0,0.38250106
7427,413,0,0.0,0.0,0.0,0.0,0.18576865
7429,413,1,3.0,0.7,2.0,200.0,0.33924890
7430,413,0,0.0,0.0,0.0,0.0,0.18576865
7431,413,1,6.0,0.95,1.0,800.0,0.56620945
7433,413,0,0.0,0.0,0.0,0.0,0.18576865
7454,415,0,0.0,0.0,0.0,0.0,0.18576865
7455,415,0,3.0,0.7,1.0,200.0,0.33444754
7457,415,0,0.0,0.0,0.0,0.0,0.18576865
7458,415,0,3.0,0.7,3.0,200.0,0.34408355
7459,415,0,1.0,0.95,1.0,800.0,0.63882242
7460,415,1,0.0,0.0,0.0,0.0,0.18576865
7461,415,1,0.0,0.95,3.0,800.0,0.66240185
7462,415,0,3.0,0.7,3.0,200.0,0.34408355
7463,415,0,0.0,0.0,0.0,0.0,0.18576865
7464,415,0,1.0,0.5,1.0,50.0,0.27324280
7465,415,1,6.0,0.95,1.0,200.0,0.34552419
7466,415,0,0.0,0.0,0.0,0.0,0.18576865
7467,415,1,6.0,0.95,2.0,800.0,0.57148108
7468,415,0,1.0,0.5,2.0,50.0,0.27753189
7469,415,0,0.0,0.0,0.0,0.0,0.18576865
7544,420,0,0.0,0.0,0.0,0.0,0.18576865
7545,420,0,3.0,0.7,1.0,200.0,0.33444754
7547,420,0,0.0,0.0,0.0,0.0,0.18576865
7548,420,0,3.0,0.7,3.0,200.0,0.34408355
7549,420,0,1.0,0.95,1.0,800.0,0.63882242
7550,420,1,0.0,0.0,0.0,0.0,0.18576865
7551,420,1,0.0,0.95,3.0,800.0,0.66240185
7552,420,0,3.0,0.7,3.0,200.0,0.34408355
7553,420,0,0.0,0.0,0.0,0.0,0.18576865
7554,420,0,1.0,0.5,1.0,50.0,0.27324280
7555,420,1,6.0,0.95,1.0,200.0,0.34552419
7556,420,0,0.0,0.0,0.0,0.0,0.18576865
7557,420,1,6.0,0.95,2.0,800.0,0.57148108
7558,420,0,1.0,0.5,2.0,50.0,0.27753189
7559,420,0,0.0,0.0,0.0,0.0,0.18576865
7903,440,0,3.0,0.95,2.0,50.0,0.34045694
7904,440,0,0.0,0.0,0.0,0.0,0.18576865
7905,440,0,3.0,0.7,3.0,50.0,0.29495424
7907,440,1,0.0,0.0,0.0,0.0,0.18576865
7908,440,0,1.0,0.7,3.0,50.0,0.32084294
7909,440,1,1.0,0.95,2.0,200.0,0.42227938
7910,440,0,0.0,0.0,0.0,0.0,0.18576865
7912,440,0,6.0,0.95,2.0,200.0,0.35040084
7913,440,0,0.0,0.0,0.0,0.0,0.18576865
7915,440,0,3.0,0.95,1.0,800.0,0.61033366
7916,440,1,0.0,0.0,0.0,0.0,0.18576865
7918,440,0,1.0,0.5,1.0,800.0,0.53823425
7919,440,0,0.0,0.0,0.0,0.0,0.18576865
7922,441,0,0.0,0.0,0.0,0.0,0.18576865
7923,441,0,3.0,0.7,1.0,200.0,0.33444754
7925,441,0,0.0,0.0,0.0,0.0,0.18576865
7926,441,0,3.0,0.7,3.0,200.0,0.34408355
7927,441,0,1.0,0.95,1.0,800.0,0.63882242
7928,441,1,0.0,0.0,0.0,0.0,0.18576865
